,term,description,level,synonym,scale
4721,pirraça,"crítica constante, remoque",none, picuinha; má vontade; perseguição; implicância,0
4722,pirralho,"&bullet; criança que está a começar a aprender coisas e a percebê-las, garoto que tem a mania que é
          esperto, criança ainda pequena que crê saber mais do que de facto sabe", coloquial, ganapo; pivete; catraio; puto; miúdo; garoto; guri; cacafelho,1
4723,pisar a linha,abusar,none, pisar o risco,0
4724,pisar fundo,"fugir, afastar-se (de alguém ou de situação problemáticas) ",none," dar ares de Vila Diogo; dar à sola; dar de frosques; dar de trancas; cavar; pirar-se; fugir; vazar;
          pôr-se no piro; pôr-se na alheta; pôr-se nas andadeiras; pôr-se ao fresco; pôr-se a mexer; pôr-se a
          bulir; pôr-se a milhas; pôr-se a andar; cair fora; mandar-se; mostrar as ferraduras; ralar peito;
          picar a mula; escafeder-se; acunhar",0
4725,pisar o risco,abusar,none, pisar a linha,0
4726,pisar os calos,,none,none,0
4727,piscareto,pessoa que tem o hábito ou o tique de piscar frequentemente ou excessivamente os olhos, coloquial,none,1
4728,piscar o olho,,none,none,0
4729,pistola,pistola,none, canhangulo; canhão; canhota; fugante; fusca,0
4730,pita,"mulher jovem, ainda não totalmente mulher", coloquial, miúda; marrã,1
4731,pitaço,órgão sexual feminino, calão," cona; pipi; pito; pirona; rata; vagina; ninho; parreco; pombinha; racha; febra; entrefolhos;
          mexilhão; ostra; greta; pachacha; patareca; passarinha; perseguida; boceta; conaça; crica; aranha;
          fanesga; boca do corpo; xana; snaita",2
4732,pitéu,mulher ou rapariga muito jeitosa, coloquial, toura; tuxa; mulher boa; bomba; boazona; és toda grossa; conaça; fema; borracho,1
4733,pito,órgão sexual feminino, calão muito carroceiro," cona; pipi; pitaço; pirona; rata; vagina; ninho; parreco; pombinha; racha; febra; entrefolhos;
          mexilhão; ostra; greta; pachacha; patareca; passarinha; perseguida; boceta; conaça; crica; aranha;
          fanesga; boca do corpo; xana; snaita",4
4734,pivetada,conjunto de miúdos,none, canalha; putos; garotada; ganapada; rapaziada,0
4735,pivete,"&bullet; criança que está a começar a aprender coisas e a percebê-las, garoto que tem a mania que é
          esperto, criança ainda pequena que crê saber mais do que de facto sabe", coloquial, ganapo; pirralho; catraio; puto; miúdo; garoto; guri; cacafelho,1
4736,plantar couves na seara alheia,trabalhar para outros terem o proveito,none, fazer filhos em mulher alheia,0
4737,playboy,menino ou jovem rico e mimado,none,none,0
4738,plenos poderes,"concordar, aprovar, dar autorização",none, dar carta branca; dar luz verde,0
4739,pobre diabo,qualquer pessoa,none, qualquer bicho-careta,0
4740,pobre coitado!,pessoa humilde e insignificante,none, pobre Diabo; pobre de Cristo,0
4741,pobre de Cristo,pessoa humilde e insignificante,none, pobre coitado!; pobre Diabo,0
4742,pobre de espírito,patt:,none,none,0
4743,pobre Diabo,pessoa humilde e insignificante,none, pobre coitado!; pobre de Cristo,0
4744,pobre e mal-agradecido,patt:,none,none,0
4745,pobrete mas alegrete,pessoa sem grandes posses mas simpático e sociável,none,none,0
4746,pobreza franciscana,,none,none,0
4747,poça!,interjeição de desagrado ou de espanto, calão," foda-se!; caralho!; carago!; caraças; caramba; porra; droga!; chiça; arre porra!; puta que pariu!
        ",2
4748,poça de sangue,,none,none,0
4749,pocilga,"espaço, quarto ou casa imundos",none, chiqueiro; esterqueira,0
4750,poço de sabedoria,pessoa com elevados conhecimentos e talentos,none,none,0
4751,poço sem fundo,&bullet; grande quantidade,none, saco sem fundo,0
4752,poder de compra,quantidade de dinheiro que se pode gastar,none,none,0
4753,poder limpar as mãos à parede,patt:,none,none,0
4754,podes tirar o cavalo da chuva,&bullet; nem penses!,none,none,0
4755,podia ser pior,expressão depressiva pseudo-optimista que no fundo não diz nada,none," pelo menos não está a chover; como estás? nunca pior; convém é acordar vivo. Acordas morto estás
          fodido; para pior não pode ir",0
4756,podre,"aquele ou aquilo que exala mau cheiro ou causa náusea (por razões físicas, psicológicas ou
          comportamentais) ,",none," fedorento; asqueroso; abjecto; malcheiroso; fétido; nauseabundo; nojento; putrefacto; piolhoso;
          piolhento; tinhoso; andrajoso",0
4757,põe-te a andar!,desaparece!,none," põe-te a milhas!; baza!; monta num porco e baza!; tá a andar de mota; desanda!; põe-te na alheta!
        ",0
4758,põe-te a milhas!,desaparece!,none," põe-te a andar!; baza!; monta num porco e baza!; tá a andar de mota; desanda!; põe-te na alheta!
        ",0
4759,põe-te na alheta!,desaparece!,none," põe-te a andar!; põe-te a milhas!; baza!; monta num porco e baza!; tá a andar de mota; desanda!
        ",0
4760,poio,"excrementos, fezes consistentes e enformadas",none, berdamerda; merda; cagalhão; caca; fezes; caganita; cirolho; bunicos; trampa; bosta,0
4761,"pois, não!",,none,none,0
4762,"pois, sim!",,none,none,0
4763,polícia,"referências a um agente da polícia, ou à polícia em geral",none, chui; bófia; judite; ramona; moina,0
4764,polir as pedras da calçada,,none,none,0
4765,politicamente correcto,é um:,none, registo de bloco de esquerda,0
4766,pomada,vinho, coloquial, bebida; precioso néctar; tintol,1
4767,pomba da paz,,none,none,0
4768,pombinha,órgão sexual feminino, coloquial," cona; pipi; pito; pitaço; pirona; rata; vagina; ninho; parreco; racha; febra; entrefolhos;
          mexilhão; ostra; greta; pachacha; patareca; passarinha; perseguida; boceta; conaça; crica; aranha;
          fanesga; boca do corpo; xana; snaita",1
4769,pombo,é um:,none,none,0
4770,pombo correio,mensageiro,none,none,0
4771,pomo da discórdia,&bullet; algo que levanta incompatibilidade não ultrapassável,none,none,0
4772,ponta e mola,,none, naifa; aço; fava; navalha; facalhão,0
4773,ponta de lança,patt:,none,none,0
4774,ponta dos dedos,patt:,none,none,0
4775,pontapé,pancada dada com o pé,none, biqueiro; pantufada,0
4776,pontapé de saída,"início, iniciar",none, pôr a andar; início das hostilidades; declarar aberta a sessão,0
4777,pontapé para a frente e fé em Deus,"&bullet; atividade mal feita, feita à pressa, sem planeamento, sem arte",none," tirar do cu com um gancho; atamancado; feito em cima dos joelhos; feito às três pancadas; meia bola
          e força; de qualquer maneira; improvisar",0
4778,ponteiro,"órgão sexual masculino, pénis, pênis", coloquial,,1
4779,ponto crucial,momento decisivo,none, ponto de viragem,0
4780,ponto de contacto,"metaforicamente, ponto comum, ponto de comunicação",none,none,0
4781,ponto de honra,questão perante a qual não há cedência ou compromisso possível,none,none,0
4782,ponto de partida,&bullet; início de uma actividade,none,none,0
4783,ponto de viragem,momento decisivo,none, ponto crucial,0
4784,ponto e vírgula,,none,none,0
4785,ponto final,terminação de uma actividade,none,none,0
4786,ponto morto,"metafóricamente usa-se perante um empasse, falta de actividade",none,none,0
4787,ponto de vista,maneira de interpretar e compreender uma situação,none,none,0
4788,ponto negro,pequena mancha escura na pele,none, sinal; nascida,0
4789,ponto fraco,"defeito, fraqueza, vulnerabilidade",none,none,0
4790,ponto por ponto,"esclarecer, explicar claramente, detalhadamente",none, explicar tim-tim por tim-tim; pôr o preto no branco; por á mais bê,0
4791,pôr a andar,"início, iniciar",none, pontapé de saída; início das hostilidades; declarar aberta a sessão,0
4792,pôr a carne toda no assador,é um:,none,none,0
4793,pôr a casa em ordem,,none,none,0
4794,por a conversa em dia,,none, dar dois dedos de conversa; dar duas palavrinhas; dar duas de conversa; bate-papo,0
4795,pôr a descoberto,,none,none,0
4796,pôr a dormir,,none,none,0
4797,pôr a escrita em dia,,none,none,0
4798,por agora,,none,none,0
4799,pôr a limpo,,none,none,0
4800,por alto,superficialmente,none,none,0
4801,por á mais bê,"esclarecer, explicar claramente, detalhadamente",none, explicar tim-tim por tim-tim; pôr o preto no branco; ponto por ponto,0
4802,pôr a mão na consciência,,none,none,0
4803,pôr à margem,,none,none,0
4804,pôr a mesa,,none,none,0
4805,por amor à arte,sem remuneração,none, por amor à camisola; pro bono,0
4806,por amor à camisola,sem remuneração,none, por amor à arte; pro bono,0
4807,pôr a nu,&bullet; pôr visível,none, pôr ao léu; pôr à vista,0
4808,pôr ao corrente,,none,none,0
4809,pôr ao léu,&bullet; pôr visível,none, pôr a nu; pôr à vista,0
4810,por apenas que não fosse ...,ênfase na afirmação de coisa óbvia ou lógica,none, era o que faltava; obviamente que sim,0
4811,por artes do Diabo,por magia,none,none,0
4812,pôr a salvo,,none,none,0
4813,pôr as barbas de molho,,none,none,0
4814,pôr as cartas na mesa,"denunciar algo, dizer a verdade, revelar os detalhes, clarificar as intenções",none, descobrir o jogo; abrir o jogo,0
4815,pôr as coisas nos eixos,,none,none,0
4816,pôr as mãos na cabeça,ficar* espantado ou assustado,none, deitar as mãos à cabeça,0
4817,pôr as patas em cima,,none,none,0
4818,por assim dizer,,none,none,0
4819,por atacado,,none,none,0
4820,pôr a um canto,,none,none,0
4821,por avião,,none,none,0
4822,pôr à vista,&bullet; pôr visível,none, pôr ao léu; pôr a nu,0
4823,por cabeça,por pessoa,none, per capita,0
4824,porcaria,"&bullet; trabalho mal feito, coisa que não presta",none, cagada; merda,0
4825,por causa da tosse,,none,none,0
4826,porco,é um:,none, jeco,0
4827,pôr cobro,terminar,none,none,0
4828,porco espinho,patt:,none,none,0
4829,por conta,,none,none,0
4830,por conta da casa,,none,none,0
4831,"por conta, peso e medida",,none,none,0
4832,por dá cá aquela palha,&bullet; sem razão nenhuma,none,none,0
4833,pôr de lado,marginalizar alguém,none, votar ao ostracismo; bulinhar,0
4834,pôr tudo em pratos limpos,"claramente, esclarecer bem as coisas",none, pôr os pontos nos ii; dizer alto e bom som; demonstrar por A mais B,0
4835,pôr de molho,,none,none,0
4836,pôr de pantanas,,none,none,0
4837,pôr de rastos,,none,none,0
4838,por descargo de consciência,,none,none,0
4839,por detrás da cortina,,none,none,0
4840,pôr e dispor,,none,none,0
4841,pôr em fanicos,,none,none,0
4842,pôr em jogo,,none,none,0
4843,pôr em pé,,none,none,0
4844,pôr em prática,,none,none,0
4845,pôr em xeque,"pôr em dúvida a importância, valor, relevância de alguma coisa",none,none,0
4846,por entre os dedos,,none,none,0
4847,por esse andar,,none,none,0
4848,pôr a ferros,meter na cadeia,none, encarcerar; prender; enfiar nas masmorras,0
4849,por exclusão de partes,,none,none,0
4850,por extenso,,none,none,0
4851,por fás e por nefas,&bullet; a bem ou a mal,none,none,0
4852,pôr fim à vida,,none,none,0
4853,por fora,,none,none,0
4854,por força,,none,none,0
4855,por fortuna,,none,none,0
4856,por instinto,,none,none,0
4857,por inteiro,,none,none,0
4858,por junto,,none,none,0
4859,por linhas travessas,patt:,none,none,0
4860,por maioria de razão,,none,none,0
4861,por mais que me digam,,none,none,0
4862,por mal dos meus pecados!,,none,none,0
4863,por meias palavras,,none,none,0
4864,pôr a mão no fogo,"avalizar, confiar plenamente e sem reservas em alguém",none, avalizar,0
4865,pôr nos eixos,disciplinar,none,,0
4866,pôr mãos à obra,&bullet; iniciar um trabalho,none," vergar a mola; meter ombros ao trabalho; lançar mãos ao arado; arregaçar as mangas; pegar o touro
          pelos cornos; encarar as coisas de frente",0
4867,pôr os palitos a,"trair, ser (sexualmente) infiel a alguém", calão, pôr os palitos; pular a cerca,2
4868,por milagre,,none,none,0
4869,por miúdos,,none,none,0
4870,por momentos,,none,none,0
4871,pôr na rua,&bullet; despedir ou ser despedido,none, pôr no olho da rua; ir com o cu à rua; porta da rua é serventia da casa!,0
4872,pornográfico,é um:,none,none,0
4873,pôr no olho da rua,&bullet; despedir ou ser despedido,none, pôr na rua; ir com o cu à rua; porta da rua é serventia da casa!,0
4874,pôr no prego,pôr na casa dos penhores a troco de algum dinheiro emprestado...,none, empenhar,0
4875,pôr no rol do esquecimento,,none,none,0
4876,pôr nos píncaros da lua,,none,none,0
4877,por obra e graça de,,none,none,0
4878,pôr o coração ao largo,,none,none,0
4879,pôr o dedo na ferida,levantar uma questão incómoda,none,none,0
4880,pôr o preto no branco,"esclarecer, explicar claramente, detalhadamente",none, explicar tim-tim por tim-tim; ponto por ponto; por á mais bê,0
4881,por ora,por agora,none,none,0
4882,pôr os cornos,&bullet; aquele que é enganado (sexualmente) pela mulher, calão carroceiro, cornudo; corno; pertencer à ordem de S. Cornélio,3
4883,pôr os palitos,"trair, ser (sexualmente) infiel a alguém", calão, pular a cerca; pôr os palitos a,2
4884,pôr os pontos nos ii,"claramente, esclarecer bem as coisas",none, pôr tudo em pratos limpos; dizer alto e bom som; demonstrar por A mais B,0
4885,pôr o pé em falso,patt:,none,none,0
4886,por outro lado,,none,none,0
4887,pôr para um canto,,none,none,0
4888,por pouco,,none,none,0
4889,por pouco mais que nada,,none,none,0
4890,por que carga de água é que _?,pergunta reclamatória e indignada,none, por que raio é que _?,0
4891,por quem é!,,none,none,0
4892,por que raio é que _?,pergunta reclamatória e indignada,none, por que carga de água é que _?,0
4893,porque torna e porque deixa,,none,none,0
4894,porra,"órgão sexual masculino, pénis, pênis", calão,,2
4895,porrada,guisado que leva alhos porros,none, coça; sova; pancada; tareia; surra,0
4896,porrada velha,"&bullet; espancar, lutar",none," passar a vias de facto; andar à batatada; andar à traulitada; andar à pancada; andar à porrada;
          andar à porra e à maça; andar à lapada; arraial de pancadaria; arraial de porrada; roleta; pancada
          de criar bicho",0
4897,porreiraço,"bom, agradável",none, fixe; bestial; porreiro; bacana,0
4898,porreiro,"bom, agradável",none, fixe; bestial; bacana; porreiraço,0
4899,porro,cigarro feito à mão (mistura de tabaco e haxixe|erva) , calão, ganza; charro; broca,2
4900,pôr-se a andar,"fugir, afastar-se (de alguém ou de situação problemáticas) ",none," dar ares de Vila Diogo; dar à sola; dar de frosques; dar de trancas; cavar; pirar-se; fugir; vazar;
          pôr-se no piro; pôr-se na alheta; pôr-se nas andadeiras; pôr-se ao fresco; pôr-se a mexer; pôr-se a
          bulir; pôr-se a milhas; cair fora; mandar-se; mostrar as ferraduras; ralar peito; picar a mula;
          escafeder-se; acunhar; pisar fundo",0
4901,pôr-se a bulir,"fugir, afastar-se (de alguém ou de situação problemáticas) ",none," dar ares de Vila Diogo; dar à sola; dar de frosques; dar de trancas; cavar; pirar-se; fugir; vazar;
          pôr-se no piro; pôr-se na alheta; pôr-se nas andadeiras; pôr-se ao fresco; pôr-se a mexer; pôr-se a
          milhas; pôr-se a andar; cair fora; mandar-se; mostrar as ferraduras; ralar peito; picar a mula;
          escafeder-se; acunhar; pisar fundo",0
